rank,x0,y0,d,theta0_degree,delta_theta_degree,gain,mse,rmse
993,40.5486,61.4400,0.2822,24.0812,0.9585,1.3726,120.8882,10.9949
994,41.2647,63.6311,0.2811,22.8394,1.0435,1.3539,120.9213,10.9964
995,42.3858,62.8914,0.2747,24.8459,1.0289,1.3408,121.4286,11.0195
996,40.1744,62.8079,0.2855,23.2696,0.9898,1.3749,121.4379,11.0199
997,41.0087,62.8449,0.2815,21.8070,0.9901,1.3648,121.5028,11.0228
998,43.5985,62.3286,0.2681,23.1197,1.0030,1.3297,121.5093,11.0231
999,38.4323,49.8820,0.2869,36.3636,1.0028,1.3754,121.7784,11.0353
1000,41.9586,49.6265,0.2690,37.3761,1.0010,1.3321,122.0760,11.0488
1001,40.8894,48.4018,0.2745,38.7195,0.9745,1.3515,122.3865,11.0628
1002,39.6539,51.2773,0.2808,35.8950,1.0455,1.3524,122.4667,11.0665
1003,39.0929,50.0296,0.2835,35.6519,1.0299,1.3616,122.5472,11.0701
1004,41.8070,60.1886,0.2747,23.9791,0.9400,1.3560,122.6906,11.0766
1005,40.5335,63.7306,0.2849,21.5126,1.0184,1.3673,122.7097,11.0774
1006,42.7845,62.4954,0.2723,21.9568,0.9813,1.3434,122.7245,11.0781
1007,40.8672,63.4979,0.2829,21.8542,1.0025,1.3656,122.7772,11.0805
1008,38.6375,50.6161,0.2859,34.4287,1.0411,1.3648,122.9921,11.0902
1009,40.0305,49.1441,0.2788,37.0862,1.0135,1.3532,123.1235,11.0961
1010,42.5206,56.7920,0.2684,27.5544,1.0930,1.3131,123.1577,11.0976
1011,40.3204,48.4184,0.2774,37.1433,0.9876,1.3553,123.2243,11.1006
1012,41.7646,49.7798,0.2700,35.7178,1.0221,1.3298,123.2578,11.1022
1013,39.0719,49.2386,0.2837,35.8049,1.0093,1.3656,123.4010,11.1086
1014,42.3161,63.3330,0.2756,21.5612,0.9941,1.3490,123.6211,11.1185
1015,41.2138,61.2146,0.2786,24.2927,0.9460,1.3647,123.7008,11.1221
1016,41.4019,49.5041,0.2718,36.3540,1.0195,1.3346,123.8122,11.1271
1017,40.3166,61.0416,0.2829,25.1137,0.9451,1.3756,123.8726,11.1298
1018,41.8899,64.0439,0.2786,20.6274,1.0291,1.3496,124.0924,11.1397
1019,41.3182,49.6732,0.2722,35.1613,0.9186,1.3582,124.2266,11.1457
1020,40.9569,48.3228,0.2742,38.0156,0.9610,1.3532,124.2831,11.1482
1021,40.5124,57.9648,0.2793,27.1470,0.9068,1.3728,124.3685,11.1521
1022,38.4896,49.4228,0.2866,36.5057,0.9698,1.3813,124.4127,11.1540
1023,41.6864,62.8008,0.2781,22.7578,0.9740,1.3582,124.4355,11.1551
1024,39.7256,62.4064,0.2873,24.1193,0.9805,1.3796,124.5012,11.1580
1025,39.9229,62.6571,0.2866,24.7043,0.9767,1.3787,124.5426,11.1599
1026,40.5687,48.2304,0.2762,38.1096,0.9747,1.3545,124.7945,11.1711
1027,37.9144,50.8609,0.2895,36.0169,1.0215,1.3765,124.9933,11.1800
1028,39.1332,61.8950,0.2897,24.1119,0.9855,1.3841,125.0082,11.1807
1029,40.6208,61.6777,0.2821,24.7483,0.9500,1.3719,125.3262,11.1949
1030,43.4209,62.8321,0.2695,21.6881,1.0213,1.3283,125.3749,11.1971
1031,39.2129,48.8298,0.2830,36.0966,0.9695,1.3721,125.5135,11.2033
1032,40.9497,48.3995,0.2742,36.7603,0.9938,1.3451,125.5273,11.2039
1033,43.4467,62.0517,0.2685,23.7402,1.0333,1.3230,125.5592,11.2053
1034,40.8334,62.3320,0.2817,23.1174,0.9686,1.3675,125.7679,11.2146
1035,42.5644,63.2944,0.2743,21.9825,0.9888,1.3459,125.7866,11.2155
1036,42.7869,63.4981,0.2735,22.0288,0.9984,1.3421,125.8101,11.2165
1037,42.1496,63.6813,0.2769,22.4544,1.0372,1.3427,125.9094,11.2209
1038,40.1351,63.8024,0.2869,21.8753,1.0197,1.3703,126.1916,11.2335
1039,43.3648,62.0506,0.2689,24.6732,1.0299,1.3242,126.3865,11.2422
1040,38.6984,49.5991,0.2855,38.9700,0.9974,1.3712,126.5657,11.2501
1041,41.4097,61.3753,0.2778,24.8504,0.9391,1.3626,126.7124,11.2567
1042,38.1438,50.0862,0.2883,36.5497,1.0106,1.3749,127.0826,11.2731
1043,41.4485,49.0470,0.2716,38.8323,0.9971,1.3372,127.1195,11.2747
1044,38.4933,49.4100,0.2866,36.5252,0.9993,1.3730,127.2537,11.2807
1045,39.8735,58.1386,0.2826,27.4878,0.9071,1.3799,127.4164,11.2879
1046,40.1210,48.3679,0.2784,36.6032,1.0011,1.3528,127.6644,11.2989
1047,42.5930,63.3227,0.2742,22.1729,1.0431,1.3344,127.6905,11.3000
1048,39.9059,48.2284,0.2795,37.6459,0.9800,1.3602,127.7802,11.3040
1049,43.0375,62.3343,0.2708,22.8508,0.9683,1.3399,127.8031,11.3050
1050,39.7933,48.3771,0.2801,37.8303,0.9925,1.3586,127.9811,11.3129
1051,38.0404,51.6071,0.2890,33.8157,1.0547,1.3676,128.0404,11.3155
1052,41.4175,48.5877,0.2718,39.2134,0.9854,1.3398,128.0532,11.3161
1053,42.1348,48.8317,0.2682,35.9906,0.9862,1.3307,128.1238,11.3192
1054,39.5050,63.3235,0.2894,22.9887,1.0090,1.3775,128.2493,11.3247
1055,40.9661,62.5815,0.2814,21.7653,0.9792,1.3635,128.2603,11.3252
1056,40.0716,48.4553,0.2787,36.4850,1.0072,1.3518,128.2940,11.3267
1057,38.4080,49.4284,0.2870,37.3711,0.9953,1.3745,128.3299,11.3283
1058,38.7633,48.9139,0.2852,36.8162,0.9742,1.3751,128.4479,11.3335
1059,42.7610,63.0462,0.2731,21.6744,0.9833,1.3423,128.8933,11.3531
1060,43.1644,62.0061,0.2698,24.8968,1.0395,1.3234,128.9494,11.3556
1061,39.8737,48.8355,0.2796,36.5010,1.0187,1.3515,129.1341,11.3637
1062,39.9394,52.4328,0.2795,35.1441,1.0642,1.3437,129.2106,11.3671
1063,40.1919,63.8176,0.2866,21.5255,1.0150,1.3693,129.3345,11.3725
1064,39.2966,48.5634,0.2826,38.0649,0.9916,1.3641,129.4507,11.3776
1065,42.2003,62.9568,0.2757,22.9014,1.0594,1.3338,129.5998,11.3842
1066,41.6645,50.9514,0.2705,36.1037,1.0404,1.3253,129.6013,11.3843
1067,40.7213,48.6573,0.2754,37.8446,0.9184,1.3642,129.6041,11.3844
1068,41.6278,48.7649,0.2707,37.5366,1.0008,1.3332,129.6679,11.3872
1069,38.5225,49.0836,0.2865,36.9347,0.9576,1.3815,129.8259,11.3941
1070,40.4894,47.9005,0.2766,38.9415,0.9694,1.3544,130.4410,11.4211
1071,41.4447,64.2283,0.2810,22.0543,1.0023,1.3576,130.6721,11.4312
1072,43.3158,61.4608,0.2685,24.0087,0.9489,1.3359,130.8677,11.4397
1073,39.9006,63.0536,0.2872,24.2763,1.0755,1.3574,130.9311,11.4425
1074,39.8529,63.9720,0.2885,21.7676,1.0227,1.3712,131.4709,11.4661
1075,38.9564,49.7529,0.2842,34.9269,1.0408,1.3571,131.8631,11.4832
1076,40.1496,47.9168,0.2784,38.1725,0.9762,1.3564,131.9017,11.4848
1077,40.5330,64.3859,0.2857,22.2029,1.0176,1.3651,132.4302,11.5078
1078,43.5182,62.7671,0.2690,22.3085,0.9807,1.3312,132.4367,11.5081
1079,41.8390,63.8928,0.2787,19.7432,1.0058,1.3505,132.5309,11.5122
1080,39.1427,48.9618,0.2833,36.9440,1.0163,1.3594,132.5878,11.5147
1081,40.8424,47.9866,0.2748,36.8688,0.9930,1.3436,132.6931,11.5192
1082,42.7392,63.8853,0.2742,19.8035,1.0449,1.3324,132.8169,11.5246
1083,42.6012,64.0564,0.2751,21.9198,1.0256,1.3378,132.8989,11.5282
1084,39.8975,47.9168,0.2796,38.2032,0.9707,1.3603,133.0969,11.5368
1085,43.2604,63.4962,0.2712,21.8047,1.0227,1.3286,133.2385,11.5429
1086,40.9637,48.4951,0.2741,38.0422,1.0070,1.3387,133.3000,11.5456
1087,40.4617,63.8797,0.2854,21.9609,1.0713,1.3532,133.4509,11.5521
1088,42.4661,64.3084,0.2761,20.2826,1.0165,1.3419,133.5609,11.5569
1089,38.5696,48.8696,0.2862,37.5998,0.9903,1.3714,133.5670,11.5571
1090,41.7003,50.4832,0.2703,36.0991,1.0407,1.3230,133.6708,11.5616
1091,41.2845,64.5198,0.2822,21.9186,1.0098,1.3576,133.7483,11.5650
1092,40.9894,64.4336,0.2835,22.8145,1.0402,1.3546,133.7736,11.5661
1093,40.7343,64.2927,0.2846,22.4888,1.0042,1.3644,133.8054,11.5674
1094,38.1902,49.2100,0.2881,37.0155,0.9883,1.3762,134.0790,11.5792
1095,40.7176,48.8559,0.2753,36.6973,1.0256,1.3377,134.1108,11.5806
1096,42.5148,63.3598,0.2747,21.5538,0.9803,1.3443,134.1629,11.5829
1097,40.2965,50.2356,0.2774,35.6772,1.0512,1.3383,134.3014,11.5888
1098,40.1697,63.1846,0.2860,24.2934,0.9721,1.3736,134.4483,11.5952
1099,42.7071,63.5220,0.2739,22.3594,1.0433,1.3306,134.4916,11.5971
1100,40.5232,47.9166,0.2765,38.4544,0.9923,1.3469,134.5773,11.6007
1101,40.3182,48.2932,0.2774,37.3064,1.0114,1.3453,134.5892,11.6013
1102,40.7031,49.1126,0.2754,36.4176,1.0323,1.3364,134.6714,11.6048
1103,42.6838,64.1980,0.2749,20.4355,1.0105,1.3396,134.7354,11.6076
1104,38.6435,48.6310,0.2859,37.9891,0.9790,1.3726,134.7941,11.6101
1105,39.6018,61.4344,0.2869,23.6315,0.9611,1.3771,134.9640,11.6174
1106,38.1350,52.1667,0.2886,34.0536,1.0675,1.3619,135.0490,11.6211
1107,42.8700,63.8727,0.2736,19.8798,1.0047,1.3370,135.5525,11.6427
1108,41.9435,61.0811,0.2749,21.5003,0.9542,1.3479,135.6214,11.6457
1109,38.1477,50.5499,0.2883,36.2117,1.0371,1.3661,135.7187,11.6498
1110,38.2204,49.1849,0.2880,35.9237,0.9998,1.3725,135.7414,11.6508
1111,40.8248,50.5584,0.2748,36.7327,1.0460,1.3321,136.1391,11.6679
1112,41.7232,51.4436,0.2703,36.0710,1.0494,1.3204,136.5090,11.6837
1113,42.9507,62.2022,0.2711,23.4072,1.0624,1.3190,136.5521,11.6855
1114,40.0243,50.4567,0.2788,35.4961,1.0568,1.3399,136.5679,11.6862
1115,41.9628,48.3613,0.2691,34.7241,0.9715,1.3328,136.6642,11.6903
1116,43.7933,63.1119,0.2681,22.7137,1.0053,1.3227,136.7950,11.6959
1117,40.7082,64.4910,0.2850,20.5615,1.0190,1.3613,136.9037,11.7006
1118,43.1713,62.8132,0.2708,21.7324,1.0569,1.3193,136.9136,11.7010
1119,40.7990,64.1483,0.2841,20.8300,1.0046,1.3616,137.2424,11.7151
1120,40.6636,47.6251,0.2758,38.4864,0.9823,1.3463,137.3765,11.7208
1121,40.2595,47.7000,0.2779,37.5803,0.9906,1.3493,137.6675,11.7332
1122,43.6950,63.4163,0.2689,19.9431,1.0216,1.3216,138.0108,11.7478
1123,41.6318,64.0859,0.2799,20.8953,0.9930,1.3533,138.1171,11.7523
1124,41.7720,63.2500,0.2782,21.1046,0.9762,1.3514,138.8430,11.7832
1125,42.6812,62.1756,0.2724,24.3299,0.9397,1.3436,138.8791,11.7847
1126,43.0302,63.5401,0.2724,22.0645,0.9781,1.3371,138.9019,11.7857
1127,38.6957,50.5175,0.2856,34.4203,1.0603,1.3541,138.9146,11.7862
1128,41.6357,48.1474,0.2708,39.2534,0.9895,1.3315,139.3084,11.8029
1129,39.8794,64.5440,0.2891,21.5108,1.0288,1.3680,139.3097,11.8030
1130,42.6586,64.5354,0.2755,20.9584,1.0123,1.3386,139.3220,11.8035
1131,40.1053,62.9325,0.2860,22.0694,0.9804,1.3696,139.4555,11.8091
1132,41.5537,50.0617,0.2710,33.2767,1.0654,1.3178,139.8174,11.8244
1133,42.0703,64.6924,0.2786,21.0694,1.0048,1.3472,139.8427,11.8255
1134,39.8347,60.5572,0.2848,23.8181,0.9420,1.3728,140.1235,11.8374
1135,42.8205,64.0865,0.2741,21.2116,0.9911,1.3386,140.1635,11.8391
1136,41.6762,48.2276,0.2706,36.2908,1.0108,1.3261,140.2764,11.8438
1137,41.8594,48.1645,0.2697,37.2283,0.9983,1.3264,140.4437,11.8509
1138,40.0967,64.7855,0.2884,20.4262,1.0552,1.3606,140.5279,11.8544
1139,42.6398,64.2820,0.2752,20.7542,0.9964,1.3403,140.5321,11.8546
1140,40.6144,64.9085,0.2860,21.2886,1.0266,1.3605,140.5758,11.8565
1141,39.4037,62.0476,0.2885,21.4961,0.9863,1.3739,140.6024,11.8576
1142,38.7138,48.3685,0.2856,38.7440,0.9891,1.3669,140.6580,11.8599
1143,42.5783,64.0102,0.2752,20.0587,0.9944,1.3403,140.8817,11.8694
1144,39.3240,47.8595,0.2826,38.0718,0.9509,1.3687,141.0339,11.8758
1145,42.7435,64.5525,0.2751,21.2049,1.0052,1.3380,141.3844,11.8905
1146,39.5287,47.6125,0.2816,38.6455,0.9728,1.3606,141.7368,11.9053
1147,40.1405,47.4414,0.2785,38.0342,0.9728,1.3532,141.8456,11.9099
1148,43.2749,63.5921,0.2712,21.4312,0.9820,1.3322,142.0587,11.9188
1149,38.3756,48.6470,0.2872,36.8288,1.0009,1.3675,142.4714,11.9361
1150,42.9693,63.9099,0.2731,19.5565,0.9973,1.3341,142.4878,11.9368
1151,40.0577,61.9393,0.2851,22.6361,0.9600,1.3694,142.5094,11.9377
1152,43.8147,63.4809,0.2684,23.1179,0.9974,1.3225,142.8011,11.9499
1153,40.9247,48.2418,0.2744,38.2756,1.0143,1.3338,142.8391,11.9515
1154,41.1838,47.4406,0.2732,40.1687,0.9739,1.3393,142.9429,11.9559
1155,39.9949,64.9250,0.2890,21.7164,1.0399,1.3639,142.9434,11.9559
1156,40.0076,64.5166,0.2884,19.8704,1.0292,1.3649,143.0849,11.9618
1157,41.5030,64.6904,0.2813,20.8780,1.0005,1.3532,143.1154,11.9631
1158,41.1524,50.9190,0.2731,34.6828,1.0693,1.3214,143.4153,11.9756
1159,39.4097,48.3986,0.2820,38.7718,1.0124,1.3524,143.4813,11.9784
1160,40.7849,65.1075,0.2854,22.2304,1.0228,1.3585,143.4912,11.9788
1161,42.5632,64.3408,0.2757,20.6824,0.9921,1.3407,143.8058,11.9919
1162,40.4230,65.0916,0.2872,21.1364,1.0386,1.3595,143.8389,11.9933
1163,42.4339,62.6202,0.2742,24.1565,0.9396,1.3456,143.9251,11.9969
1164,40.9644,63.9063,0.2830,21.0585,0.9865,1.3591,143.9729,11.9989
1165,40.5276,64.5526,0.2859,21.6617,1.0027,1.3634,143.9986,11.9999
1166,42.8062,64.6071,0.2749,18.9226,1.0424,1.3298,144.0148,12.0006
1167,40.2167,47.2470,0.2782,39.4896,0.9731,1.3511,144.1321,12.0055
1168,42.2054,65.0326,0.2784,20.6975,1.0141,1.3431,144.2948,12.0123
1169,40.6596,47.2242,0.2759,39.7640,0.9754,1.3450,144.4097,12.0171
1170,41.4441,65.0620,0.2821,20.2063,1.0161,1.3517,144.6090,12.0253
1171,41.1963,64.8055,0.2830,20.3926,1.0076,1.3552,144.8528,12.0355
1172,40.3402,47.4501,0.2775,38.4929,0.9971,1.3438,144.9043,12.0376
1173,38.1507,48.6118,0.2884,39.6214,0.9791,1.3739,144.9699,12.0403
1174,39.3749,62.7106,0.2894,23.3392,0.9742,1.3764,145.0156,12.0422
1175,40.5973,65.0134,0.2862,21.5055,1.0167,1.3608,145.2525,12.0521
1176,41.0802,47.3117,0.2738,37.9353,0.9818,1.3380,145.3329,12.0554
1177,38.2584,48.4631,0.2879,38.3046,0.9862,1.3709,145.4759,12.0613
1178,40.8984,62.7102,0.2818,23.8303,0.9454,1.3626,145.7180,12.0714
1179,39.7952,64.3130,0.2892,22.5028,1.0016,1.3703,146.3602,12.0979
1180,43.1334,64.0320,0.2725,22.5054,0.9759,1.3345,146.4550,12.1019
1181,40.3926,49.0036,0.2770,36.2677,1.0462,1.3329,146.4761,12.1027
1182,39.5909,47.8994,0.2812,37.4728,1.0155,1.3483,146.5404,12.1054
1183,43.4005,63.1233,0.2700,21.7965,1.0548,1.3137,146.7418,12.1137
1184,39.5769,50.0880,0.2811,36.5393,1.0554,1.3414,146.8610,12.1186
1185,41.9249,65.0771,0.2798,21.8925,0.9997,1.3480,146.8969,12.1201
1186,42.2999,65.1136,0.2780,19.4356,1.0179,1.3405,147.0552,12.1266
1187,39.9328,47.3021,0.2796,38.3888,0.9905,1.3494,147.0662,12.1271
1188,41.0345,63.2486,0.2818,22.8181,0.9579,1.3597,147.1038,12.1286
1189,39.5787,47.6075,0.2813,36.8477,0.9559,1.3618,147.1327,12.1298
1190,39.8392,47.3717,0.2801,39.6222,0.9888,1.3508,147.1561,12.1308
1191,41.0730,64.4941,0.2832,20.9182,0.9936,1.3570,147.1848,12.1320
1192,40.6540,51.3186,0.2757,35.1964,1.0738,1.3256,147.4458,12.1427
1193,40.2097,64.4831,0.2874,21.6329,1.0013,1.3655,147.6142,12.1497
1194,41.6377,47.6269,0.2709,38.8716,0.9921,1.3275,147.7699,12.1561
1195,43.8236,63.6491,0.2686,22.4383,0.9807,1.3236,147.9211,12.1623
1196,40.9902,63.7222,0.2826,23.9074,1.0738,1.3395,147.9770,12.1646
1197,41.7813,65.2915,0.2808,19.7438,1.0196,1.3464,147.9928,12.1652
1198,39.3640,47.6884,0.2824,37.2202,1.0079,1.3519,148.2693,12.1766
1199,40.4942,47.4983,0.2767,38.3769,1.0067,1.3384,148.3695,12.1807
1200,40.4228,64.7303,0.2867,20.3862,1.0119,1.3615,148.5369,12.1876
1201,39.6813,62.9810,0.2882,22.3641,0.9760,1.3714,148.6327,12.1915
1202,40.4045,64.9996,0.2871,20.6237,1.0181,1.3613,148.8757,12.2015
1203,37.9566,48.4517,0.2894,38.3844,0.9520,1.3813,148.8788,12.2016
1204,39.1897,48.0891,0.2832,38.8557,1.0106,1.3531,148.8966,12.2023
1205,41.6123,47.3441,0.2711,38.4924,0.9535,1.3365,149.0318,12.2079
1206,43.7534,63.6234,0.2689,19.9711,1.0457,1.3121,149.4356,12.2244
1207,40.1794,47.6115,0.2783,37.7055,1.0154,1.3400,149.5534,12.2292
1208,39.5387,47.1914,0.2816,39.4451,0.9505,1.3625,149.7839,12.2386
1209,40.2543,63.8707,0.2864,20.8558,0.9910,1.3639,149.9953,12.2473
1210,43.4036,63.7533,0.2708,19.3878,0.9896,1.3262,150.1254,12.2526
1211,40.6510,47.7882,0.2759,38.5213,1.0153,1.3340,150.1548,12.2538
1212,41.7063,47.2654,0.2706,39.6686,0.9700,1.3307,150.2207,12.2565
1213,41.7100,65.4054,0.2813,20.3173,1.0407,1.3425,150.3044,12.2599
1214,43.3206,63.8509,0.2713,21.6919,0.9734,1.3302,150.3332,12.2610
1215,40.6158,62.8031,0.2833,23.1555,0.9496,1.3631,150.6375,12.2734
1216,37.8912,48.5810,0.2897,38.8772,0.9854,1.3730,150.7943,12.2798
1217,39.4166,61.1423,0.2875,23.3792,0.9467,1.3734,150.9710,12.2870
1218,40.0344,47.8225,0.2790,38.9130,1.0148,1.3412,151.1041,12.2924
1219,41.3633,47.3468,0.2723,39.8596,0.9901,1.3299,151.2895,12.3000
1220,40.2815,48.1872,0.2776,37.2426,1.0334,1.3344,151.5058,12.3088
1221,43.6342,64.2458,0.2703,20.6954,1.0256,1.3183,151.5692,12.3113
1222,43.4534,64.1212,0.2710,20.8756,0.9845,1.3271,151.7071,12.3169
1223,41.8940,64.9661,0.2798,20.9143,0.9918,1.3472,151.7897,12.3203
1224,41.0598,64.8346,0.2837,19.7750,1.0040,1.3544,151.9199,12.3256
1225,42.6792,64.9882,0.2760,18.7960,1.0514,1.3274,151.9773,12.3279
1226,42.7825,64.9689,0.2755,18.0962,1.0164,1.3326,152.1314,12.3342
1227,43.1221,64.5326,0.2732,20.8682,1.0389,1.3224,152.2065,12.3372
1228,42.5154,64.8805,0.2767,19.4209,1.0003,1.3379,152.3132,12.3415
1229,38.1736,48.2046,0.2883,37.2202,0.9508,1.3776,152.3367,12.3425
1230,40.1792,50.1915,0.2780,36.9820,1.0589,1.3314,152.3594,12.3434
1231,41.8716,49.0401,0.2695,38.4798,1.0262,1.3155,152.7438,12.3590
1232,41.6931,65.6262,0.2817,19.0795,1.0376,1.3433,152.7575,12.3595
1233,40.2718,65.0929,0.2879,19.9847,1.0217,1.3607,152.8784,12.3644
1234,39.1982,48.0720,0.2832,38.6613,1.0177,1.3499,152.9026,12.3654
1235,43.2917,64.7839,0.2727,19.5792,1.0304,1.3228,152.9178,12.3660
1236,41.2331,48.5521,0.2728,38.8581,1.0250,1.3237,153.0171,12.3700
1237,41.0236,65.5659,0.2849,20.7882,1.0454,1.3487,153.0981,12.3733
1238,42.6146,64.1425,0.2752,23.1641,1.0481,1.3245,153.1981,12.3773
1239,43.0412,64.9393,0.2742,20.5902,1.0285,1.3263,153.3774,12.3846
1240,40.9850,63.9361,0.2829,21.0536,0.9753,1.3563,153.8231,12.4025
1241,43.3983,63.3170,0.2703,22.2604,0.9569,1.3286,153.8803,12.4048
1242,41.1635,64.5055,0.2828,21.5377,0.9793,1.3554,153.9512,12.4077
1243,42.0719,64.5800,0.2784,21.9411,0.9730,1.3460,153.9735,12.4086
1244,38.7503,48.0461,0.2854,39.6809,1.0045,1.3573,154.0498,12.4117
1245,43.5597,63.5225,0.2697,22.4820,0.9606,1.3267,154.1247,12.4147
1246,41.8576,47.6508,0.2698,39.2783,0.9979,1.3208,154.1887,12.4173
1247,39.4074,47.0102,0.2823,39.1898,0.9671,1.3580,154.5968,12.4337
1248,42.7027,61.5003,0.2716,24.1511,1.0910,1.3073,154.7647,12.4404
1249,41.7807,65.2158,0.2807,18.6031,1.0109,1.3446,155.2678,12.4606
1250,42.5501,63.5032,0.2747,21.8379,0.9550,1.3388,155.3672,12.4646
1251,42.0952,63.9950,0.2775,20.3808,0.9729,1.3429,155.3709,12.4648
1252,40.6417,46.8032,0.2761,39.4278,0.9884,1.3377,155.4826,12.4693
1253,39.6971,64.4540,0.2899,20.6317,1.0083,1.3666,155.5923,12.4737
1254,43.6895,64.4975,0.2704,20.1737,1.0256,1.3167,155.7906,12.4816
1255,42.9523,64.2545,0.2737,20.1320,0.9800,1.3323,155.8107,12.4824
1256,41.5896,47.6398,0.2711,38.3599,1.0126,1.3205,155.9370,12.4875
1257,40.6499,47.4694,0.2759,39.4022,1.0109,1.3325,155.9842,12.4894
1258,42.7099,65.2942,0.2763,19.4185,1.0073,1.3342,155.9917,12.4897
1259,42.0974,65.6742,0.2798,20.2806,1.0136,1.3414,156.2582,12.5003
1260,41.1848,65.3376,0.2838,19.7914,1.0695,1.3402,156.3558,12.5042
1261,40.9815,48.3916,0.2741,38.6617,1.0302,1.3245,156.4547,12.5082
1262,43.3167,64.6608,0.2724,18.9538,1.0500,1.3170,156.5567,12.5123
1263,39.4366,47.0209,0.2822,37.5851,0.9827,1.3531,156.7039,12.5181
1264,41.5998,65.6077,0.2821,19.2495,1.0162,1.3464,156.7689,12.5207
1265,40.9365,46.8771,0.2746,39.9573,0.9906,1.3330,156.8099,12.5224
1266,42.7383,65.3961,0.2763,19.7252,1.0338,1.3291,156.8115,12.5224
1267,40.4238,65.0438,0.2871,20.6969,1.0046,1.3601,156.8541,12.5241
1268,41.8107,64.6357,0.2798,20.2677,0.9829,1.3461,157.0328,12.5313
1269,40.8979,65.8223,0.2859,19.8782,1.0331,1.3518,157.2213,12.5388
1270,40.1077,64.3109,0.2877,20.9036,0.9924,1.3634,157.2487,12.5399
1271,42.7894,65.2409,0.2758,20.5380,0.9965,1.3343,157.3750,12.5449
1272,41.5380,47.0272,0.2715,37.3193,0.9969,1.3239,157.4239,12.5469
1273,40.5183,46.8807,0.2767,40.6670,0.9904,1.3378,157.5791,12.5531
1274,41.1048,48.1713,0.2735,38.7785,1.0269,1.3230,157.6657,12.5565
1275,41.4858,64.1209,0.2807,22.0897,0.9613,1.3515,157.8334,12.5632
1276,41.9243,47.4430,0.2695,39.0859,0.9991,1.3180,158.2986,12.5817
1277,39.7923,47.2312,0.2803,37.6420,1.0175,1.3407,158.3111,12.5822
1278,42.9023,65.4376,0.2756,20.9032,1.0110,1.3306,158.5193,12.5904
1279,41.6466,64.9923,0.2811,19.7977,0.9923,1.3470,158.6022,12.5937
1280,43.3275,64.0933,0.2716,19.1290,0.9845,1.3252,158.6636,12.5962
1281,41.3380,47.1241,0.2725,39.5419,1.0000,1.3251,158.6923,12.5973
1282,40.0805,46.6687,0.2790,38.2580,0.9695,1.3477,158.7377,12.5991
1283,43.3073,65.1226,0.2731,19.1997,1.0089,1.3251,158.7661,12.6002
1284,39.1638,46.9133,0.2836,40.0098,0.9709,1.3581,158.8702,12.6044
1285,41.8327,46.9951,0.2701,37.8112,0.9629,1.3273,159.0338,12.6109
1286,41.5455,65.9301,0.2829,20.9535,1.0284,1.3446,159.1077,12.6138
1287,43.0690,65.1605,0.2744,19.8479,1.0391,1.3222,159.5280,12.6304
1288,40.9144,65.8763,0.2859,20.9574,1.0453,1.3481,159.6543,12.6354
1289,39.0658,50.3721,0.2837,37.1268,1.0643,1.3410,159.8239,12.6421
1290,41.0600,47.0417,0.2740,38.3681,1.0100,1.3261,159.8439,12.6429
1291,39.7529,46.6789,0.2807,38.2431,0.9789,1.3488,160.2010,12.6571
1292,41.8311,65.8203,0.2813,19.2503,1.0157,1.3430,160.2109,12.6574
1293,41.0169,46.9245,0.2742,38.6564,1.0060,1.3273,160.3885,12.6645
1294,42.2501,62.9673,0.2755,21.7153,0.9435,1.3398,160.5221,12.6697
1295,38.0977,47.9929,0.2888,37.2968,1.0067,1.3617,160.5895,12.6724
1296,42.6416,65.0459,0.2763,20.5019,0.9843,1.3359,160.6394,12.6744
1297,38.2213,47.4774,0.2882,39.6370,0.9566,1.3719,160.7151,12.6773
1298,43.4089,65.1863,0.2727,19.5568,1.0239,1.3206,160.8734,12.6836
1299,42.1849,64.3946,0.2776,18.6312,0.9867,1.3384,160.9493,12.6866
1300,40.8912,47.3019,0.2747,40.6383,1.0048,1.3285,161.2789,12.6996
1301,43.2068,62.8912,0.2707,21.2203,1.0854,1.3035,161.2813,12.6997
1302,43.3140,64.9384,0.2728,20.9693,0.9848,1.3271,161.5824,12.7115
1303,40.5584,47.2885,0.2764,40.6989,1.0061,1.3322,161.6162,12.7128
1304,42.9933,64.8331,0.2743,19.1560,0.9902,1.3295,161.7196,12.7169
1305,43.0394,64.4829,0.2736,20.5200,1.0612,1.3148,161.8432,12.7218
1306,38.8288,47.7462,0.2851,37.2180,1.0273,1.3486,161.8929,12.7237
1307,38.2150,47.6411,0.2882,37.5179,0.9917,1.3630,162.2673,12.7384
1308,40.0973,47.6562,0.2787,37.9797,1.0327,1.3324,162.3557,12.7419
1309,40.6154,65.4711,0.2867,20.0300,1.0094,1.3560,162.3718,12.7425
1310,40.1825,46.4534,0.2786,38.6664,0.9842,1.3415,162.4345,12.7450
1311,38.5668,47.2784,0.2865,37.6657,0.9868,1.3598,162.8790,12.7624
1312,41.9082,66.1207,0.2814,19.2326,1.0327,1.3389,162.9474,12.7651
1313,42.0198,47.0343,0.2691,40.0229,0.9845,1.3181,162.9631,12.7657
1314,39.9274,46.8058,0.2798,39.8483,1.0021,1.3401,163.3410,12.7805
1315,42.4416,65.9988,0.2786,18.4817,1.0318,1.3324,163.3951,12.7826
1316,43.1915,64.6840,0.2731,19.1102,0.9870,1.3264,163.4278,12.7839
